iter	Passed	Remaining
1666	75131	15008
1667	75175	14963
1668	75218	14917
1669	75263	14872
1670	75312	14828
1671	75357	14783
1672	75401	14737
1673	75448	14693
1674	75492	14647
1675	75537	14602
1676	75577	14556
1677	75626	14512
1678	75674	14467
1679	75723	14423
1680	75769	14378
1681	75812	14333
1682	75856	14287
1683	75905	14243
1684	75947	14197
1685	75989	14152
1686	76033	14107
1687	76075	14061
1688	76120	14016
1689	76162	13970
1690	76206	13925
1691	76248	13879
1692	76289	13834
1693	76340	13790
1694	76392	13746
1695	76440	13701
1696	76484	13656
1697	76528	13611
1698	76573	13566
1699	76622	13521
1700	76667	13476
1701	76714	13431
1702	76757	13386
1703	76803	13341
1704	76851	13296
1705	76894	13251
1706	76938	13206
1707	76990	13162
1708	77032	13116
1709	77078	13071
1710	77120	13026
1711	77163	12980
1712	77208	12935
1713	77258	12891
1714	77302	12846
1715	77345	12800
1716	77395	12756
1717	77443	12711
1718	77485	12666
1719	77529	12621
1720	77573	12575
1721	77618	12530
1722	77663	12485
1723	77709	12440
1724	77753	12395
1725	77798	12350
1726	77851	12306
1727	77899	12261
1728	77944	12216
1729	77987	12171
1730	78033	12126
1731	78076	12081
1732	78117	12035
1733	78160	11989
1734	78203	11944
1735	78250	11899
1736	78293	11854
1737	78335	11808
1738	78377	11763
1739	78420	11717
1740	78469	11673
1741	78519	11629
1742	78562	11583
1743	78603	11538
1744	78645	11492
1745	78691	11447
1746	78735	11402
1747	78781	11357
1748	78823	11312
1749	78867	11266
1750	78911	11221
1751	78955	11176
1752	79000	11131
1753	79048	11086
1754	79090	11041
1755	79134	10995
1756	79179	10950
1757	79227	10906
1758	79271	10860
1759	79312	10815
1760	79358	10770
1761	79406	10725
1762	79450	10680
1763	79492	10635
1764	79541	10590
1765	79584	10545
1766	79627	10499
1767	79668	10454
1768	79718	10409
1769	79770	10365
1770	79814	10320
1771	79861	10275
1772	79904	10230
1773	79951	10185
1774	79996	10140
1775	80039	10095
1776	80086	10050
1777	80134	10005
1778	80176	9960
1779	80218	9914
1780	80259	9869
1781	80301	9823
1782	80348	9778
1783	80391	9733
1784	80438	9688
1785	80489	9644
1786	80531	9598
1787	80578	9554
1788	80627	9509
1789	80670	9464
1790	80720	9419
1791	80768	9374
1792	80811	9329
1793	80857	9284
1794	80901	9239
1795	80946	9194
1796	80992	9149
1797	81038	9104
1798	81079	9058
1799	81128	9014
1800	81175	8969
1801	81217	8924
1802	81268	8879
1803	81310	8834
1804	81352	8788
1805	81402	8744
1806	81456	8700
1807	81502	8655
1808	81544	8609
1809	81590	8564
1810	81635	8519
1811	81679	8474
1812	81722	8429
1813	81764	8383
1814	81808	8338
1815	81851	8293
1816	81898	8248
1817	81944	8203
1818	81989	8158
1819	82041	8113
1820	82084	8068
1821	82125	8023
1822	82169	7978
1823	82211	7932
1824	82272	7889
1825	82321	7844
1826	82367	7799
1827	82420	7755
1828	82462	7709
1829	82508	7664
1830	82550	7619
1831	82593	7574
1832	82636	7528
1833	82686	7484
1834	82734	7439
1835	82778	7394
1836	82829	7349
1837	82871	7304
1838	82922	7259
1839	82966	7214
1840	83016	7169
1841	83064	7124
1842	83112	7080
1843	83155	7034
1844	83199	6989
1845	83244	6944
1846	83290	6899
1847	83340	6854
1848	83387	6809
1849	83433	6764
1850	83479	6719
1851	83524	6674
1852	83565	6629
1853	83617	6584
1854	83661	6539
1855	83708	6494
1856	83754	6449
1857	83802	6404
1858	83850	6359
1859	83897	6314
1860	83943	6269
1861	83985	6224
1862	84032	6179
1863	84083	6134
1864	84128	6089
1865	84169	6044
1866	84211	5999
1867	84260	5954
1868	84303	5908
1869	84354	5864
1870	84394	5818
1871	84438	5773
1872	84483	5728
1873	84531	5683
1874	84578	5638
1875	84621	5593
1876	84669	5548
1877	84716	5503
1878	84767	5458
1879	84813	5413
1880	84859	5368
1881	84902	5323
1882	84948	5278
1883	84993	5233
1884	85035	5187
1885	85082	5142
1886	85128	5097
1887	85175	5052
1888	85220	5007
1889	85267	4962
1890	85315	4917
1891	85359	4872
1892	85401	4827
1893	85449	4782
1894	85497	4737
1895	85539	4692
1896	85583	4646
1897	85630	4601
1898	85678	4556
1899	85728	4512
1900	85771	4466
1901	85815	4421
1902	85861	4376
1903	85909	4331
1904	85949	4286
1905	85992	4240
1906	86039	4195
1907	86085	4150
1908	86126	4105
1909	86169	4060
1910	86219	4015
1911	86262	3970
1912	86308	3925
1913	86353	3880
1914	86398	3834
1915	86441	3789
1916	86483	3744
1917	86528	3699
1918	86572	3654
1919	86620	3609
1920	86667	3564
1921	86712	3519
1922	86755	3473
1923	86798	3428
1924	86847	3383
1925	86896	3338
1926	86941	3293
1927	86986	3248
1928	87029	3203
1929	87072	3158
1930	87124	3113
1931	87172	3068
1932	87216	3023
1933	87264	2978
1934	87309	2932
1935	87352	2887
1936	87397	2842
1937	87441	2797
1938	87480	2752
1939	87530	2707
1940	87575	2662
1941	87622	2616
1942	87674	2572
1943	87720	2526
1944	87767	2481
1945	87811	2436
1946	87857	2391
1947	87900	2346
1948	87949	2301
1949	87996	2256
1950	88040	2211
1951	88090	2166
1952	88133	2120
1953	88181	2075
1954	88223	2030
1955	88266	1985
1956	88313	1940
1957	88356	1895
1958	88399	1850
1959	88450	1805
1960	88501	1760
1961	88551	1715
1962	88598	1669
1963	88645	1624
1964	88696	1579
1965	88744	1534
1966	88792	1489
1967	88839	1444
1968	88883	1399
1969	88929	1354
1970	88978	1309
1971	89026	1264
1972	89072	1218
1973	89114	1173
1974	89157	1128
1975	89199	1083
1976	89243	1038
1977	89285	993
1978	89328	947
1979	89371	902
1980	89413	857
1981	89455	812
1982	89498	767
1983	89546	722
1984	89586	676
1985	89633	631
1986	89679	586
1987	89721	541
1988	89771	496
1989	89819	451
1990	89866	406
1991	89908	361
1992	89953	315
1993	89998	270
1994	90041	225
1995	90086	180
1996	90126	135
1997	90175	90
1998	90218	45
1999	90264	0
